,LoF_pvalue,LoF.Missense_pvalue,fisher_combine_pvalue,LoF_ACAT_pvalue,Missense_ACAT_pvalue
LUC7L3,1,1,1,NA,0.952380952
WFIKKN2,1,1,1,NA,0.982142857
TOB1,1,1,1,NA,0.95
ZFP3,0.612792969,0.612792969,0.912894926,0.685379275,0.95
SPAG9,1,1,1,NA,0.983050847
ZNF232,1,1,1,NA,0.973684211
NME1,1,1,1,0.5,0.947368421
NME2,0.63671875,0.63671875,0.92415094,0.666666667,0.833333333
MBTD1,1,1,1,NA,0.947368421
UTP18,0.125,0.125,0.384930193,0.352416382,0.974358974
USP6,0.98046875,0.98046875,0.999808011,0.75,0.979591837
CA10,1,1,1,NA,0.944444444
ZNF594,1,1,1,NA,0.976190476
VPS53,0.875,0.875,0.991839969,0.875,0.983606557
SCIMP,1,1,1,NA,0.888888889
RABEP1,0.25,0.25,0.59657359,0.25,0.974358974
KIF2B,1,1,1,NA,0.981818182
NUP88,0.8125,0.8125,0.981206984,0.831326703,0.985507246
RPAIN,0.623046875,0.623046875,0.917831237,0.623046875,0.956521739
C1QBP,1,1,1,NA,0.9375
DHX33,0.6875,0.6875,0.945101746,0.75,0.987654321
DERL2,1,1,1,NA,0.875
MIS12,0.5,0.5,0.84657359,0.5,0.928571429
TOM1L1,0.725585938,0.725585938,0.958336319,0.752572442,0.954545455
COX11,1,1,1,NA,0.9
STXBP4,0.36328125,0.36328125,0.731131834,0.647583618,0.973684211
NLRP1,0.9375,0.9375,0.998004864,0.5,0.991735537
HLF,1,0.5,0.84657359,NA,0.909090909
MMD,0.5,0.5,0.84657359,0.647583618,0.75
TMEM100,1,1,1,NA,0.9
PCTP,1,1,1,0.666666667,0.95
ANKFN1,0.63671875,0.63671875,0.92415094,0.75,0.983050847
NOG,1,0.25,0.59657359,NA,0.756063004
C17orf67,0.833847046,0.833847046,0.985361467,0.833847046,0.928571429
DGKE,0.696380615,0.696380615,0.948372144,0.666666667,0.962962963
TRIM25,1,0.9375,0.998004864,NA,0.98245614
COIL,0.8125,0.8125,0.981206984,0.5,0.967741935
SCPEP1,0.8125,0.8125,0.981206984,0.87947841,0.96969697
AKAP1,1,1,1,NA,0.986111111
MSI2,1,0.34375,0.710820217,NA,0.916666667
MRPS23,1,1,1,NA,0.923076923
CUEDC1,0.274414063,0.274414063,0.629263589,0.666666667,0.977272727
VEZF1,1,1,1,NA,0.916666667
SRSF1,1,1,1,NA,NA
DYNLL2,1,0.9375,0.998004864,NA,0.742844276
OR4D1,0.5,0.5,0.84657359,0.5,0.954545455
OR4D2,1,1,1,NA,0.971428571
EPX,0.830809881,0.830809881,0.98480406,0.909090909,0.99047619
MKS1,0.8125,0.8125,0.981206984,0.8,0.981818182
LPO,0.11328125,0.11328125,0.359994402,0.48733176,0.985074627
MPO,0.846271873,0.846271873,0.987527011,0.8,0.986842105
SUPT4H1,1,1,1,NA,0.75
RNF43,0.5,0.5,0.84657359,0.5,0.978723404
HSF5,1,1,1,NA,0.96
MTMR4,1,0.875,0.991839969,NA,0.987012987
4-Sep,0.3125,0.3125,0.675984628,0.602416382,0.96969697
TEX14,0.709472656,0.709472656,0.952987313,0.857142857,0.993006993
RAD51C,0.7734375,0.7734375,0.972141648,0.816792277,0.967741935
PPM1E,1,0.25390625,0.601958443,NA,0.947368421
TRIM37,0.9921875,0.99609375,0.999969403,0.75,0.982758621
SKA2,0.96484375,0.96484375,0.999374647,0.96484375,0.875
PRR11,0.5,0.5,0.84657359,0.5,0.96969697
SMG8,1,1,1,NA,0.984615385
GDPD1,1,1,1,1,0.928571429
YPEL2,1,1,1,NA,0.5
DHX40,1,1,1,NA,0.933333333
CLTC,1,0.856860638,0.98922846,NA,0.956521739
PTRH2,1,1,1,NA,0.857142857
VMP1,1,1,1,NA,0.928571429
TUBD1,0.3125,0.3125,0.675984628,0.5,0.96969697
RPS6KB1,1,0.5,0.84657359,NA,0.8
RNFT1,0.65625,0.65625,0.932671336,0.65625,0.961538462
HEATR6,0.719967685,0.719967685,0.956512312,0.916666667,0.989010989
CA4,1,0.5,0.84657359,NA,0.970588235
USP32,1,0.34375,0.710820217,NA,0.979166667
C17orf64,0.63671875,0.63671875,0.92415094,0.732805585,0.947368421
APPBP2,1,0.5,0.84657359,NA,0.944444444
PPM1D,0.25,0.725585938,0.56439548,0.25,0.96969697
BCAS3,0.9375,0.9375,0.998004864,0.9375,0.981132075
WSCD1,1,1,1,0.5,0.985915493
TBX4,1,1,1,NA,0.978723404
NACA2,0.6875,0.6875,0.945101746,0.6875,0.928571429
BRIP1,0.11328125,0.11328125,0.359994402,0.8,0.987012987
INTS2,0.5,0.5,0.84657359,0.5,0.982758621
MED13,1,0.5,0.84657359,NA,0.991869919
EFCAB3,0.109375,0.109375,0.351418915,0.359781101,0.958333333
METTL2A,0.125,0.846271873,0.374649718,0.125,0.776308598
TLK2,1,1,1,NA,0.5
MRC2,0.5,0.5,0.84657359,0.647583618,0.990654206
10-Mar,0.419409871,0.419409871,0.783837887,0.8,0.984126984
TANC2,1,1,1,NA,0.992248062
CYB561,1,1,1,NA,0.961538462
ACE,0.905376434,0.905376434,0.995374901,0.888888889,0.993710692
KCNH6,0.649445981,0.649445981,0.929769997,0.712258793,0.991803279
DCAF7,1,1,1,NA,1
TACO1,0.25,0.25,0.59657359,0.25,0.928571429
MAP3K3,1,0.9921875,0.999969403,NA,0.973684211
LIMD2,0.34375,0.34375,0.710820217,0.34375,0.875
STRADA,1,1,1,0.666666667,0.967741935
CCDC47,1,1,1,NA,0.954545455
DDX42,1,0.953430176,0.998898389,NA,0.972972973
FTSJ3,0.875,0.875,0.991839969,0.666666667,0.987012987
PSMC5,1,1,1,NA,0.75
SMARCD2,1,1,1,NA,0.958333333
GH2,1,1,1,NA,0.9
CSHL1,1,1,1,NA,0.888888889
GH1,1,1,1,NA,0.923076923
CD79B,1,1,1,NA,0.9375
SCN4A,0.96875,0.96875,0.999506551,0.666666667,0.994252874
ICAM2,1,1,1,NA,0.941176471
ERN1,1,1,1,NA,0.986111111
TEX2,1,1,1,1,0.985507246
AIPL1,0.9375,0.9375,0.998004864,0.5,0.967741935
POLG2,0.5,0.5,0.84657359,0.647583618,0.977272727
CEP95,0.592735291,0.592735291,0.902740216,0.857142857,0.985507246
SMURF2,1,0.984375,0.999877289,NA,0.956521739
PITPNM3,0.5,0.5,0.84657359,0.5,0.987012987
GNA13,1,1,1,NA,0.923076923
RGS9,0.028686523,0.028686523,0.130561773,0.857142857,0.984615385
AXIN2,1,1,1,NA,0.986486486
CEP112,0.808344841,0.808344841,0.980333566,0.833333333,0.986111111
KIAA0753,0.865906374,0.865906374,0.990578266,0.857142857,0.98630137
APOH,0.661180258,0.661180258,0.934729554,0.857142857,0.96
PRKCA,1,1,1,NA,0.962962963
TXNDC17,1,1,1,1,0.888888889
MED31,0.604736328,0.604736328,0.908896167,0.604736328,0.857142857
SLC13A5,0.96484375,0.96484375,0.999374647,0.984384401,0.977272727
CACNG5,0.75,0.75,0.965761554,0.5,0.972972973
CACNG4,0.5,0.0625,0.213615944,0.5,0.944444444
CACNG1,0.3125,0.3125,0.675984628,0.5,0.966666667
HELZ,1,1,1,NA,0.986666667
PSMD12,1,1,1,NA,0.923076923
PITPNC1,0.5,0.5,0.84657359,0.5,0.916666667
XAF1,0.890625,0.890625,0.993787711,0.5,0.966666667
NOL11,1,1,1,NA,0.977777778
FBXO39,0.3125,0.3125,0.675984628,0.3125,0.972972973
BPTF,1,0.314529419,0.678338573,NA,0.991150442
C17orf58,0.25,0.25,0.59657359,0.25,0.857142857
TEKT1,0.5,0.5,0.84657359,0.75,0.977272727
KPNA2,1,1,1,NA,0.933333333
AMZ2,0.123894282,0.123894282,0.382626011,0.8,0.947368421
SLC16A6,1,0.75,0.965761554,NA,0.941176471
ARSG,0.240341187,0.240341187,0.582994596,0.833333333,0.977272727
WIPI1,1,1,1,NA,0.96875
PRKAR1A,1,0.75,0.965761554,NA,0.928571429
FAM20A,0.5,0.5,0.84657359,0.8,0.98245614
ABCA8,0.348233831,0.348233831,0.715579117,0.928571429,0.992125984
ABCA9,0.614540505,0.614540505,0.913748254,0.933333333,0.991304348
ABCA6,0.733645372,0.733645372,0.960876995,0.9,0.991525424
ABCA10,0.98046875,0.98046875,0.999808011,0.857142857,0.99047619
ABCA5,0.797483877,0.797483877,0.977949423,0.857142857,0.99047619
MAP2K6,1,0.8125,0.981206984,NA,0.9
ALOX12,0.34375,0.34375,0.710820217,0.75,0.972972973
RNASEK,1,1,1,NA,0.672851242
KCNJ16,0.36416624,0.36416624,0.732026879,0.8,0.973684211
RNASEK-C17orf49,1,1,1,NA,0.8
C17orf49,1,1,1,NA,0.923076923
KCNJ2,1,0.75,0.965761554,NA,0.944444444
BCL6B,1,1,1,NA,0.974358974
SLC16A13,0.75,0.75,0.965761554,0.75,0.961538462
SLC16A11,0.875,0.875,0.991839969,0.875,0.978723404
CLEC10A,0.598190308,0.598190308,0.905568205,0.666666667,0.961538462
ASGR2,1,1,1,1,0.975
ASGR1,1,1,1,0.5,0.966666667
DLG4,0.5,0.221034169,0.413876336,0.5,0.941176471
SOX9,1,0.0625,0.235786795,NA,0.954545455
ACADVL,1,1,1,0.666666667,0.981132075
DVL2,1,1,1,NA,0.984375
PHF23,1,1,1,NA,0.96
GABARAP,1,1,1,NA,0.666666667
CTDNEP1,1,0.910217285,0.995843185,NA,0.666666667
ELP5,0.34375,0.34375,0.710820217,0.666666667,0.954545455
CLDN7,1,1,1,NA,0.9375
SLC39A11,0.5,0.5,0.84657359,0.5,0.972972973
SLC2A4,0.5,0.5,0.84657359,0.5,0.97826087
YBX2,1,1,1,NA,0.95
EIF5A,1,1,1,1,0.75
NEURL4,1,1,1,NA,0.991525424
SSTR2,0.5,0.5,0.84657359,0.5,0.961538462
COG1,0.65625,0.65625,0.932671336,0.65625,0.987012987
FAM104A,1,1,1,NA,0.958333333
C17orf80,1,1,1,NA,0.983606557
FAM57A,0.5,0.5,0.84657359,0.666666667,0.956521739
CDC42EP4,1,1,1,NA,0.979166667
SDK2,1,1,1,1,0.995260664
ACAP1,1,1,1,0.5,0.978723404
KCTD11,1,1,1,NA,0.928571429
TMEM95,0.5,0.5,0.84657359,0.5,0.944444444
TNK1,0.612792969,0.612792969,0.912894926,0.75,0.97826087
TMEM256,1,1,1,NA,0.909090909
NLGN2,1,0.883653404,0.992952821,NA,0.970588235
SPEM1,1,1,1,NA,0.974358974
RPL38,1,1,1,NA,0.5
TTYH2,0.96875,0.96875,0.999506551,0.75,0.982142857
DNAI2,0.072998047,0.072998047,0.264057484,0.5,0.98630137
KIF19,0.349441714,0.349441714,0.716851197,0.928571429,0.993377483
TMEM102,0.25,0.25,0.59657359,0.25,NA
GPR142,0.5,0.5,0.84657359,0.5,0.986111111
FGF11,1,0.285794094,0.643746532,NA,0.966666667
GPRC5C,1,1,1,NA,0.981132075
CHRNB1,1,1,1,NA,0.972222222
CD300A,0.875,0.875,0.991839969,0.875,0.9375
GEMIN4,0.9453125,0.9453125,0.998476609,0.8,0.990909091
CD300LB,1,1,1,1,0.947368421
CD300C,1,1,1,NA,0.9
CD300LD,1,1,1,NA,0.947368421
CD300E,0.5,0.5,0.84657359,0.5,0.9375
ZBTB4,0.5,0.5,0.84657359,0.5,0.986486486
CD300LF,1,1,1,NA,0.96875
RAB37,0.5,0.5,0.84657359,0.5,0.962962963
SLC9A3R1,0.5,0.5,0.682745373,0.5,0.975609756
NAT9,0.5,0.5,0.84657359,0.5,0.909090909
TMEM104,0.875,0.875,0.991839969,0.5,0.985915493
SLC35G6,0.5,0.5,0.84657359,0.5,0.5
GRIN2C,1,1,1,NA,0.987012987
FDXR,1,1,1,0.5,0.980392157
FADS6,0.395263672,0.395263672,0.762148287,0.8,0.981132075
USH1G,0.5,0.5,0.84657359,0.5,NA
OTOP2,0.91015625,0.91015625,0.995837441,0.666666667,0.985074627
OTOP3,0.5,0.5,0.84657359,0.5,0.989010989
HID1,1,1,1,NA,0.98245614
CDR2L,1,0.42527701,0.788895034,NA,0.961538462
KCTD2,1,1,1,NA,0.666666667
SLC16A5,1,1,1,0.5,0.982142857
ARMC7,1,1,1,NA,0.962962963
NT5C,0.25390625,0.25390625,0.601958443,0.25390625,0.947368421
SUMO2,1,1,1,NA,1
NUP85,1,1,1,NA,0.98
GGA3,1,1,1,NA,0.986486486
MRPS7,0.5,0.5,0.84657359,0.5,0.954545455
MIF4GD,0.975479126,0.975479126,0.999696875,0.75,0.961538462
SLC25A19,0.5,0.5,0.84657359,0.5,0.96
GRB2,1,1,1,NA,0.833333333
TNFSF12,1,1,1,1,0.875
CASKIN2,1,0.5,0.84657359,NA,0.990990991
TSEN54,0.75,0.75,0.965761554,0.75,0.977272727
LLGL2,0.725585938,0.725585938,0.958336319,0.8,0.992125984
TNFSF13,1,1,1,NA,0.75
MYO15B,0.831608182,0.831608182,0.984951645,0.941176471,NA
TNFSF12-TNFSF13,1,1,1,NA,0.857142857
RECQL5,0.623046875,0.623046875,0.917831237,0.8,0.990740741
SENP3,1,1,1,NA,0.954545455
SAP30BP,0.6875,0.6875,0.945101746,0.6875,0.9
ITGB4,0.890625,0.725585938,0.805560959,0.8,0.995192308
EIF4A1,1,1,1,NA,0.8
GALK1,0.14453125,0.14453125,0.424092198,0.332787492,0.976190476
UNK,1,0.74609375,0.964627606,NA,0.975609756
CD68,1,1,1,NA,0.958333333
UNC13D,0.738266468,0.738266468,0.962293761,0.833333333,0.992857143
MPDU1,0.6875,0.6875,0.945101746,0.666666667,0.923076923
WBP2,1,1,1,NA,0.961538462
TRIM47,0.5,0.5,0.693774587,0.5,0.981818182
SOX15,1,0.994140625,0.9999828,NA,0.923076923
TRIM65,0.63671875,0.63671875,0.92415094,0.63671875,0.98
MRPL38,0.75,0.75,0.965761554,0.75,0.97826087
FBF1,0.143139362,0.143139362,0.421393202,0.8,0.990384615
FXR2,1,0.96875,0.999506551,NA,0.976190476
ACOX1,1,1,1,NA,0.977777778
TEN1,1,1,1,NA,NA
CDK3,0.5,0.5,0.84657359,0.715694166,0.962962963
EVPL,0.866577148,0.866577148,0.990674583,0.75,0.995555556
GLOD4,0.8125,0.8125,0.981206984,0.87947841,0.967741935
SRP68,1,1,1,NA,0.9375
ZACN,0.9375,0.9375,0.998004864,0.5,0.981481481
EXOC7,1,1,1,NA,0.975609756
FOXJ1,1,1,1,NA,0.965517241
RNF157,0.5,0.5,0.84657359,0.5831273,0.981818182
SAT2,0.1875,0.1875,0.501370581,0.5,0.933333333
UBALD2,1,0.7734375,0.972141648,NA,0.9
QRICH2,0.91015625,0.91015625,0.995837441,0.666666667,0.992248062
SHBG,1,1,1,NA,0.96875
PRPSAP1,0.024520874,0.024520874,0.115449928,0.8,0.961538462
SPHK1,1,1,1,NA,0.976744186
UBE2O,1,1,1,NA,0.984375
AANAT,0.5,0.5,0.84657359,0.5,0.96875
RHBDF2,1,1,1,NA,0.986666667
ATP1B2,1,1,1,NA,0.962962963
CYGB,1,1,1,NA,0.923076923
PRCD,1,1,1,NA,0.75
ST6GALNAC2,0.5,0.5,0.84657359,0.715694166,0.975609756
ST6GALNAC1,0.729371905,0.729371905,0.959540905,0.875,0.983606557
MXRA7,1,1,1,NA,0.875
TP53,1,1,1,NA,0.965517241
JMJD6,1,1,1,NA,0.95
METTL23,0.65625,0.65625,0.932671336,0.65625,0.888888889
SRSF2,1,1,1,NA,0.398683685
MFSD11,0.387207031,0.387207031,0.754587422,0.5,0.962962963
MGAT5B,0.5,0.021779261,0.077558328,0.5,0.984375
WRAP53,0.65625,0.65625,0.932671336,0.65625,0.977777778
EFNB3,0.5,0.5,0.84657359,0.5,0.952380952
SEC14L1,0.5,0.5,0.84657359,0.5,0.972222222
DNAH2,0.923796114,0.923796114,0.997019785,0.933333333,0.997536946
9-Sep,0.5,0.5,0.84657359,0.5,0.981481481
TNRC6C,0.995934971,0.995934971,0.999991727,0.666666667,0.991935484
TMC6,0.5,0.5,0.84657359,0.5,0.989361702
TMC8,0.928268433,0.907533329,0.93972774,0.875,0.98630137
SYNGR2,0.75,0.75,0.965761554,0.75,0.432976642
TK1,1,1,1,NA,0.947368421
AFMID,0.032714844,0.032714844,0.1445972,0.206807513,0.975609756
BIRC5,1,1,1,NA,0.875
TMEM235,0.8125,0.8125,0.981206984,0.5,NA
SOCS3,1,1,1,NA,0.9
PGS1,0.9375,0.9375,0.998004864,0.5,0.975
DNAH17,0.792007401,0.792007401,0.976691285,0.958333333,0.875
KDM6B,1,0.588098526,0.900296971,NA,0.991666667
TMEM88,1,0.5,0.84657359,NA,0.933333333
NAA38,1,1,1,NA,0.944444444
CYB5D1,0.7734375,0.7734375,0.972141648,0.5,0.9
CYTH1,1,1,1,NA,0.954545455
USP36,1,1,1,NA,0.992125984
CHD3,1,0.308859659,0.671729076,NA,0.985915493
TIMP2,1,1,1,NA,0.923076923
LGALS3BP,0.202436447,0.202436447,0.525794112,0.355998487,0.983606557
CANT1,1,1,1,1,0.975
C1QTNF1,0.6875,0.6875,0.945101746,0.779781821,0.956521739
ENGASE,0.105511799,0.105511799,0.342800712,0.460697524,0.988764045
RBFOX3,1,1,1,NA,NA
KCNAB3,0.928346673,0.928346673,0.997369291,0.8,0.972222222
TRAPPC1,0.5,0.88671875,0.826858651,0.5,0.888888889
CNTROB,1,1,1,1,0.987012987
ENPP7,0.5,0.5,0.84657359,0.5,0.986111111
CBX2,1,1,1,NA,0.977777778
CBX8,1,1,1,NA,0.962962963
CBX4,1,1,1,NA,0.965517241
TBC1D16,1,1,1,NA,0.987804878
GUCY2D,0.5,0.4339697,0.59657359,0.5,0.990566038
CCDC40,0.74609375,0.74609375,0.964627606,0.8,0.991596639
NXN,1,1,1,NA,0.923076923
GAA,0.314529419,0.314529419,0.678338573,0.8,0.992481203
EIF4A3,1,0.5,0.84657359,NA,0.871160151
CARD14,0.986698151,0.986698151,0.999911136,0.888888889,0.991452991
SGSH,0.7734375,0.7734375,0.972141648,0.666666667,0.983870968
SLC26A11,0.166152954,0.166152954,0.464372003,0.857142857,0.985915493
RNF213,0.071932544,0.071932544,0.261260906,0.9,0.997840173
ALOX15B,0.782503597,0.782503597,0.974417894,0.909090909,0.98630137
ENDOV,0.5,0.5,0.84657359,0.857142857,0.96969697
NPTX1,1,1,1,NA,0.954545455
RPTOR,1,0.866577148,0.990674583,NA,0.984848485
ALOX12B,0.75,0.75,0.965761554,0.75,0.981818182
ALOXE3,0.612792969,0.788024902,0.912894926,0.612792969,0.986486486
CHMP6,1,1,1,NA,0.947368421
BAIAP2,1,1,1,NA,0.971428571
AATK,1,1,1,NA,0.992481203
HES7,1,0.875,0.991839969,NA,0.916666667
SLC38A10,0.5,0.0625,0.235786795,0.5,0.990566038
TMEM105,1,1,1,NA,0.9
PER1,0.75,0.75,0.965761554,0.5,0.991304348
FSCN2,0.979305267,0.979305267,0.999784371,0.952401777,0.988505747
NPLOC4,1,0.973880507,0.999655877,NA,0.958333333
VAMP2,1,1,1,NA,0.666666667
TSPAN10,1,1,1,0.5,0.96
PDE6G,1,1,1,1,0.857142857
OXLD1,1,1,1,NA,0.933333333
CCDC137,0.96875,0.96875,0.999506551,0.5,0.966666667
ARL16,1,1,1,1,0.9
HGS,0.806152344,0.385433497,0.524072871,0.83033555,0.984615385
MRPL12,0.5,0.5,0.84657359,0.5,0.952380952
SLC25A10,1,1,1,1,0.96
TMEM107,0.75,0.75,0.965761554,0.75,0.857142857
GCGR,1,1,1,NA,0.980769231
PPP1R27,0.5,0.5,0.84657359,0.647583618,0.923076923
P4HB,1,1,1,NA,0.970588235
ARHGDIA,0.75,0.75,0.965761554,0.75,0.452853756
ALYREF,1,0.25,0.59657359,NA,0.833333333
ANAPC11,1,1,1,NA,0.9
NPB,1,1,1,NA,0.9
PCYT2,1,1,1,1,0.96875
SIRT7,1,0.5,0.84657359,NA,0.975
MAFG,1,0.5,0.84657359,NA,0.8
PYCR1,0.290527344,0.290527344,0.649635869,0.642317283,0.966666667
MYADML2,1,1,1,1,NA
NOTUM,0.7734375,0.7734375,0.972141648,0.802289204,0.96969697
ASPSCR1,0.5,0.5,0.84657359,0.5,0.985915493
LRRC45,1,1,1,0.666666667,0.981481481
RAC3,1,1,1,NA,0.666666667
DCXR,0.130217738,0.130217738,0.39567276,0.875,0.958333333
RFNG,1,1,1,1,0.961538462
AURKB,0.048126221,0.048126221,0.194137715,0.136838881,0.967741935
GPS1,0.5,0.5,0.84657359,0.5,0.974358974
DUS1L,0.709472656,0.709472656,0.952987313,0.8,0.972972973
CCDC57,0.9375,0.9375,0.998004864,0.9375,0.988888889
SLC16A3,1,1,1,0.5,0.985294118
CSNK1D,1,0.875,0.991839969,NA,0.888888889
CTC1,0.867534552,0.867534552,0.990811159,0.877051548,0.99009901
CD7,1,1,1,NA,0.954545455
SECTM1,1,1,1,NA,0.964285714
UTS2R,1,1,1,NA,0.947368421
OGFOD3,0.75,0.75,0.965761554,0.5,0.970588235
NARF,0.9375,0.9375,0.998004864,0.5,0.979166667
FOXK2,0.990394592,0.985520363,0.970197219,0.990394592,0.981481481
PFAS,0.91015625,0.91015625,0.995837441,0.888888889,0.99270073
WDR45B,1,1,1,NA,0.909090909
RAB40B,1,1,1,NA,0.944444444
FN3KRP,0.890625,0.890625,0.993787711,0.890625,0.973684211
FN3K,1,1,1,NA,0.962962963
TBCD,0.875,0.875,0.991839969,0.5,0.99047619
ZNF750,1,1,1,NA,0.985507246
RANGRF,0.5,0.5,0.84657359,0.5,0.923076923
SLC25A35,0.875,0.875,0.991839969,0.5,0.96
B3GNTL1,0.415905952,0.415905952,0.780778631,0.833333333,0.98245614
METRNL,1,1,1,NA,0.954545455
ARHGEF15,0.5,0.125,0.384930193,0.5,0.986486486
ODF4,1,1,1,NA,0.888888889
KRBA2,1,1,1,NA,0.979166667
NDEL1,1,1,1,NA,0.96
MYH10,1,0.039176941,0.166097182,NA,0.989010989
CCDC42,1,1,1,0.5,0.972222222
SPDYE4,0.125,0.125,0.384930193,0.352416382,0.952380952
MFSD6L,1,1,1,NA,0.98245614
PIK3R5,1,1,1,NA,0.985294118
STX8,1,1,1,1,0.961538462
USP43,0.5,0.5,0.84657359,0.5,0.988888889
DHRS7C,0.314529419,0.314529419,0.678338573,0.643184639,0.966666667
GLP2R,0.7734375,0.7734375,0.972141648,0.666666667,0.97826087
RCVRN,1,1,1,NA,0.944444444
APCDD1,1,1,1,NA,0.98
NAPG,1,1,1,NA,0.952380952
PIEZO2,0.7734375,0.7734375,0.972141648,0.857142857,0.994791667
GNAL,1,0.623046875,0.917831237,NA,0.9
CHMP1B,1,1,1,NA,0.916666667
MPPE1,0.709472656,0.709472656,0.952987313,0.666666667,0.974358974
IMPA2,1,1,1,NA,0.958333333
ANKRD62,1,1,1,NA,0.954545455
CIDEA,1,1,1,NA,0.964285714
TUBB6,1,0.985347527,0.999892124,NA,0.944444444
AFG3L2,0.5,0.6875,0.799171876,0.5,0.966666667
SPIRE1,0.5,0.5,0.84657359,0.5,0.979591837
CEP76,0.3125,0.3125,0.675984628,0.5,0.977272727
PSMG2,1,1,1,1,0.941176471
PTPN2,1,1,1,NA,0.923076923
SEH1L,1,1,1,NA,0.944444444
CEP192,0.875,0.875,0.991839969,0.666666667,0.994680851
LDLRAD4,1,1,1,NA,0.947368421
FAM210A,1,1,1,NA,0.95
RNMT,0.75,0.75,0.965761554,0.75,0.965517241
MC5R,1,1,1,NA,0.966666667
MC2R,0.5,0.5,0.84657359,0.5,0.96
ZNF519,1,1,1,NA,0.973684211
ANKRD30B,0.890625,0.890625,0.993787711,0.666666667,0.981132075
USP14,1,1,1,NA,0.956521739
ROCK1,1,0.7734375,0.972141648,NA,0.964285714
THOC1,1,1,1,NA,0.96
ESCO1,1,0.25,0.59657359,NA,0.980392157
SNRPD1,1,1,1,NA,NA
ABHD3,0.5,0.5,0.84657359,0.735940389,0.966666667
MIB1,0.291566077,0.393853095,0.650917949,0.941176471,0.972972973
RBBP8,0.5,0.5,0.84657359,0.5,0.986111111
CABLES1,1,0.63583376,0.923750816,NA,0.967741935
TMEM241,0.9375,0.9375,0.998004864,0.666666667,0.941176471
RIOK3,0.5,0.5,0.84657359,0.5,0.962962963
NPC1,0.65625,0.65625,0.932671336,0.75,0.989583333
ANKRD29,0.171875,0.171875,0.47454478,0.666666667,0.962962963
LAMA3,0.313551285,0.313551285,0.677205665,0.923076923,0.996960486
TTC39C,0.5,0.5,0.84657359,0.5,0.970588235
CABYR,0.5,0.5,0.84657359,0.5,0.9375
OSBPL1A,0.980712891,0.980712891,0.999812796,0.857142857,0.985074627
IMPACT,0.875,0.875,0.991839969,0.5,0.958333333
HRH4,0.96484375,0.96484375,0.999374647,0.5,0.96
ZNF521,1,1,1,NA,0.986842105
METTL4,0.74609375,0.74609375,0.964627606,0.75,0.965517241
NDC80,0.875,0.875,0.991839969,0.5,0.965517241
SS18,1,1,1,NA,0.944444444
PSMA8,0.890625,0.890625,0.993787711,0.666666667,0.958333333
TAF4B,0.676197052,0.676197052,0.940773179,0.676197052,0.983870968
KCTD1,1,1,1,NA,0.833333333
SMCHD1,1,1,1,0.5,0.989361702
AQP4,1,1,1,NA,0.966666667
CHST9,0.828125,0.828125,0.984302062,0.8,0.970588235
CDH2,1,1,1,NA,0.98245614
EMILIN2,0.5,0.5,0.84657359,0.75,0.989010989
LPIN2,0.6875,0.6875,0.945101746,0.6875,0.982758621
MYOM1,0.5,0.5,0.84657359,0.928571429,0.994285714
DSC3,0.007316649,0.007316649,0.043297023,0.072604073,0.986111111
DSC2,0.96875,0.96875,0.999506551,0.666666667,0.984126984
DSC1,0.65625,0.65625,0.932671336,0.770527138,0.985294118
DSG1,1,1,1,1,0.989010989
DSG4,0.411901474,0.411901474,0.777246177,0.583145125,0.991304348
DSG3,0.172464225,0.172464225,0.47558139,0.8,0.987654321
DSG2,0.5,0.5,0.84657359,0.5,0.98989899
TTR,1,1,1,NA,0.916666667
B4GALT6,1,1,1,1,0.961538462
SLC25A52,1,1,1,NA,0.9921875
TRAPPC8,1,1,1,NA,0.989010989
RNF125,0.75,0.75,0.965761554,0.5,0.952380952
RNF138,1,1,1,NA,0.833333333
COLEC12,1,1,1,NA,0.983606557
MEP1B,0.712075326,0.712075326,0.953875868,0.909090909,0.979591837
MYL12A,1,1,1,NA,1
KLHL14,0.5,0.5,0.84657359,0.5,0.975
MYL12B,1,1,1,NA,0.5
CCDC178,0.890625,0.890625,0.993787711,0.8,0.987012987
ASXL3,1,1,1,NA,0.99378882
NOL4,1,0.828125,0.984302062,NA,0.962962963
TGIF1,1,1,1,NA,0.958333333
DTNA,1,1,1,NA,0.981481481
DLGAP1,1,0.133422852,0.40216741,NA,0.976190476
MAPRE2,1,0.5,0.84657359,NA,0.876423394
ZNF397,1,1,1,0.5,0.96969697
ZSCAN30,0.5,0.5,0.84657359,0.558223679,0.972222222
ZNF24,1,1,1,NA,0.933333333
ZNF396,1,1,1,NA,0.952380952
INO80C,1,1,1,NA,0.947368421
GALNT1,1,1,1,NA,0.933333333
C18orf21,0.150878906,0.150878906,0.436232818,0.666666667,0.857142857
RPRD1A,1,0.6875,0.945101746,NA,0.928571429
SLC39A6,1,0.685470581,0.905568205,0.5,0.980769231
ELP2,0.85546875,0.85546875,0.989012311,0.8,0.981481481
MOCOS,0.116346596,0.116346596,0.366629258,0.422441008,0.987654321
FHOD3,1,0.875,0.84657359,1,0.991869919
TPGS2,1,1,1,1,0.944444444
KIAA1328,0.598190308,0.598190308,0.905568205,0.666666667,0.964285714
CELF4,1,0.6875,0.945101746,NA,0.9375
PIK3C3,1,0.696380615,0.948372144,NA,0.970588235
RIT2,1,1,1,NA,0.875
SYT4,1,1,1,NA,0.961538462
